"","parent","child","pvalue"
"2329","HSPD1","EEF2",2.53690289611633e-10
"2330","HSPD1","APOE",0.0110699907191044
"2331","HSPD1","FAU",9.98966370334239e-14
"2332","HSPD1","PRDX1",0.000150595772975175
"2333","HSPD1","HMGB1",0.000173541274081398
"2334","HSPD1","VIM",0.000289636815724579
"2335","HSPD1","SET",0.0807074285998346
"2336","HSPD1","H2AFZ",0.536939674236867
"2337","HSPD1","TUBB",0.972985867472242
"2338","HSPD1","RAN",0.30467351811079
"2339","HSPD1","HNRNPA2B1",0.167036749461682
"2340","HSPD1","CHCHD2",0.0948936968302842
"2341","HSPD1","PPIA",0.704305688611423
"2342","HSPD1","OAZ1",0.631633154881555
"2343","HSPD1","ENO1",0.115229271188039
"2344","HSPD1","BTF3",4.12025589258164e-05
"2345","HSPD1","HSPA8",0.30262881114095
"2346","HSPD1","ACTG1",2.96142220216995e-05
"2347","HSPD1","MIF",0.915836272911852
"2348","HSPD1","TMSB4X",0.569064622258314
"2349","HSPD1","HNRNPA1",0.00124427305148605
"2350","HSPD1","EIF1",1.86653585129612e-10
"2351","HSPD1","HINT1",0.392935497805338
"2352","HSPD1","HMGA1",0.0255770051595072
"2353","HSPD1","ANP32B",0.926896960549354
"2354","HSPD1","HSPE1",1.55530722013767e-34
"2355","HSPD1","ATP5MC3",0.0135283800795073
"2356","HSPD1","SERBP1",0.421776510007837
"2357","HSPD1","H3F3B",0.120971135601932
"2358","HSPD1","PABPC1",5.91802718989991e-10
"2359","HSPD1","HNRNPU",0.954126565784231
"2360","HSPD1","HBG1",0.0189693676805445
"2361","HSPD1","UBE2L3",0.240583775456517
"2362","HSPD1","PA2G4",0.692176697216934
"2363","HSPD1","NDUFS5",0.000413981328976407
"2364","HSPD1","APOC1",0.0309771157517085
"2365","HSPD1","EIF4A1",0.334011376610616
"2366","HSPD1","PFN1",0.818415042091115
"2367","HSPD1","SDF2L1",0.0556592309533419
"2368","HSPD1","LDHB",0.0627323684566267
"2369","HSPD1","HIST1H1E",0.785154421249168
"2370","HSPD1","TUBA1C",0.293915439536425
"2371","HSPD1","SLC25A3",0.718483893174355
"2372","HSPD1","CFL1",0.768518917742335
"2373","HSPD1","ATP5F1E",0.420508571501388
"2374","HSPD1","COX4I1",0.00775490915152041
"2375","HSPD1","EIF5A",0.337246078166194
"2376","HSPD1","HMGN1",0.0730072979949183
"2377","HSPD1","CLIC1",6.41466538557912e-06
"2378","HSPD1","STMN1",0.352678318497388
"2379","HSPD1","CCT5",0.401375802700441
"2380","HSPD1","NDUFC2",0.888719221731754
"2381","HSPD1","HSP90B1",0.0522342724530121
"2382","HSPD1","UBE2S",0.944138535192169
"2383","HSPD1","ATP5F1B",0.155598074476388
"2384","HSPD1","TOMM20",0.122331672357834
"2385","HSPD1","SUB1",0.630397318869081
"2386","HSPD1","CCT3",0.816097248782047
"2387","HSPD1","HNRNPC",0.131458087542734
"2388","HSPD1","PRAME",0.371510332158549
"2389","HSPD1","CENPF",0.429102664421474
"2390","HSPD1","SFPQ",0.563177681422083
"2391","HSPD1","NME1",0.104162576702456
"2392","HSPD1","ATP5F1D",0.0530032945371871
"2393","HSPD1","HSPA5",4.34015322465611e-06
"2394","HSPD1","PTGES3",0.369617134557819
"2395","HSPD1","NASP",0.12158055839691
"2396","HSPD1","ATP5PF",0.0778371932151741
"2397","HSPD1","LDHA",0.294749132256461
"2398","HSPD1","CCT8",0.70763962486307
"2399","HSPD1","CALR",0.675097330831754
"2400","HSPD1","GPX4",0.0145849621444503
"2401","HSP90AA1","EEF1A1",0.212356905902346
"2402","HSP90AA1","FTL",0.0305576592779177
"2403","HSP90AA1","NPM1",0.524555841213737
"2404","HSP90AA1","FTH1",0.894462328758165
"2405","HSP90AA1","YBX1",0.168488188344705
"2406","HSP90AA1","HBG2",0.996914016875817
"2407","HSP90AA1","RACK1",0.215990266611132
"2408","HSP90AA1","PTMA",0.552515791273338
"2409","HSP90AA1","TPT1",0.0349126573225291
"2410","HSP90AA1","HSP90AB1",0.108379057768724
"2411","HSP90AA1","HBZ",0.20808250860005
"2412","HSP90AA1","RANBP1",0.535094134104329
"2413","HSP90AA1","GAPDH",0.838825750480697
"2414","HSP90AA1","HIST1H4C",0.492731410808762
"2415","HSP90AA1","GSTP1",0.00835566312568437
"2416","HSP90AA1","ACTB",0.431593785032846
"2417","HSP90AA1","TUBA1B",0.961356966495512
"2418","HSP90AA1","GP1BB",0.819397959298909
"2419","HSP90AA1","UQCRH",0.775746790598796
"2420","HSP90AA1","H3F3A",0.480391293345179
"2421","HSP90AA1","NCL",0.733628187593519
"2422","HSP90AA1","UBA52",0.640457328108758
"2423","HSP90AA1","NACA",0.632694117581484
"2424","HSP90AA1","HSPD1",0.0271841407279904
"2425","HSP90AA1","HSP90AA1",0
"2426","HSP90AA1","HIST1H1C",0.00997194455100203
"2427","HSP90AA1","EEF1G",0.966598333014111
"2428","HSP90AA1","EEF1B2",0.735057897609324
"2429","HSP90AA1","EEF2",0.254676628070655
"2430","HSP90AA1","APOE",0.960460449048309
"2431","HSP90AA1","FAU",0.13792327251698
"2432","HSP90AA1","PRDX1",0.171704839052227
"2433","HSP90AA1","HMGB1",0.813518822711315
"2434","HSP90AA1","VIM",0.2127985628434
"2435","HSP90AA1","SET",0.339449974341915
"2436","HSP90AA1","H2AFZ",0.276405254459313
"2437","HSP90AA1","TUBB",0.876814956170871
"2438","HSP90AA1","RAN",0.876273225741428
"2439","HSP90AA1","HNRNPA2B1",0.677616081876284
"2440","HSP90AA1","CHCHD2",0.840057017438601
"2441","HSP90AA1","PPIA",0.480182492055353
"2442","HSP90AA1","OAZ1",0.13144290461906
"2443","HSP90AA1","ENO1",0.603668512114025
"2444","HSP90AA1","BTF3",0.794487986578059
"2445","HSP90AA1","HSPA8",0.0593697422190939
"2446","HSP90AA1","ACTG1",0.700295155951662
"2447","HSP90AA1","MIF",0.131514255343897
"2448","HSP90AA1","TMSB4X",0.333878810361
"2449","HSP90AA1","HNRNPA1",0.263380352167328
"2450","HSP90AA1","EIF1",0.106442637900945
"2451","HSP90AA1","HINT1",0.099538711854776
"2452","HSP90AA1","HMGA1",0.220712149822117
"2453","HSP90AA1","ANP32B",0.53834198900653
"2454","HSP90AA1","HSPE1",0.997016873358874
"2455","HSP90AA1","ATP5MC3",0.464324586301813
"2456","HSP90AA1","SERBP1",0.925317493536441
"2457","HSP90AA1","H3F3B",0.595491814811485
"2458","HSP90AA1","PABPC1",0.291279092845964
"2459","HSP90AA1","HNRNPU",0.416874791469951
"2460","HSP90AA1","HBG1",0.113837498506054
"2461","HSP90AA1","UBE2L3",0.407446559298861
"2462","HSP90AA1","PA2G4",0.502076181264764
"2463","HSP90AA1","NDUFS5",0.309398760834479
"2464","HSP90AA1","APOC1",0.685445543874663
"2465","HSP90AA1","EIF4A1",0.892779883968199
"2466","HSP90AA1","PFN1",0.432114507802938
"2467","HSP90AA1","SDF2L1",0.615082768237893
"2468","HSP90AA1","LDHB",0.713919131945985
"2469","HSP90AA1","HIST1H1E",0.661242543022187
"2470","HSP90AA1","TUBA1C",0.90147387746892
"2471","HSP90AA1","SLC25A3",0.16578015759796
"2472","HSP90AA1","CFL1",0.0225189236649551
"2473","HSP90AA1","ATP5F1E",0.19714512019185
"2474","HSP90AA1","COX4I1",0.631732434029656
"2475","HSP90AA1","EIF5A",0.939558185030686
"2476","HSP90AA1","HMGN1",0.105252284969806
"2477","HSP90AA1","CLIC1",0.273779792018029
"2478","HSP90AA1","STMN1",0.465448633123806
"2479","HSP90AA1","CCT5",0.386754509906639
"2480","HSP90AA1","NDUFC2",0.319414328793593
"2481","HSP90AA1","HSP90B1",0.900667071997084
"2482","HSP90AA1","UBE2S",0.726442785080066
"2483","HSP90AA1","ATP5F1B",0.548129976975945
"2484","HSP90AA1","TOMM20",0.957317032620294
"2485","HSP90AA1","SUB1",0.479288414712939
"2486","HSP90AA1","CCT3",0.0957724227454615
"2487","HSP90AA1","HNRNPC",0.363102836089191
"2488","HSP90AA1","PRAME",0.0939789366450425
"2489","HSP90AA1","CENPF",0.353502802727214
"2490","HSP90AA1","SFPQ",0.0875431802074233
"2491","HSP90AA1","NME1",0.58678651155569
"2492","HSP90AA1","ATP5F1D",0.402743622493377
"2493","HSP90AA1","HSPA5",0.844927511091601
"2494","HSP90AA1","PTGES3",0.066724187874026
"2495","HSP90AA1","NASP",0.0875693077641465
"2496","HSP90AA1","ATP5PF",0.011229620537375
"2497","HSP90AA1","LDHA",0.510655127686698
"2498","HSP90AA1","CCT8",0.483990974879081
"2499","HSP90AA1","CALR",0.347714698336241
"2500","HSP90AA1","GPX4",0.96677138269306
"2501","HIST1H1C","EEF1A1",0.0483561953470473
"2502","HIST1H1C","FTL",0.400802961855866
"2503","HIST1H1C","NPM1",0.481922146530107
"2504","HIST1H1C","FTH1",0.389779163565654
"2505","HIST1H1C","YBX1",0.432603630302739
"2506","HIST1H1C","HBG2",0.71405823438388
"2507","HIST1H1C","RACK1",0.54754829063875
"2508","HIST1H1C","PTMA",0.70686851467045
"2509","HIST1H1C","TPT1",0.261630384482748
"2510","HIST1H1C","HSP90AB1",0.837302081876552
"2511","HIST1H1C","HBZ",0.976248865551626
"2512","HIST1H1C","RANBP1",0.1541635974115
"2513","HIST1H1C","GAPDH",0.705715429652286
"2514","HIST1H1C","HIST1H4C",0.844712806588192
"2515","HIST1H1C","GSTP1",0.7350944734443
"2516","HIST1H1C","ACTB",0.0165716360157251
"2517","HIST1H1C","TUBA1B",0.892251178706363
"2518","HIST1H1C","GP1BB",0.025517828990588
"2519","HIST1H1C","UQCRH",0.55808480572831
"2520","HIST1H1C","H3F3A",0.215660869664528
"2521","HIST1H1C","NCL",0.000655835289382278
"2522","HIST1H1C","UBA52",0.216224656190813
"2523","HIST1H1C","NACA",0.565693368474846
"2524","HIST1H1C","HSPD1",0.907733984201596
"2525","HIST1H1C","HSP90AA1",0.334109416745876
"2526","HIST1H1C","HIST1H1C",3.13829542243348e-75
"2527","HIST1H1C","EEF1G",0.618483535140813
"2528","HIST1H1C","EEF1B2",0.883483509695227
"2529","HIST1H1C","EEF2",0.195058826905615
"2530","HIST1H1C","APOE",0.428875482153852
"2531","HIST1H1C","FAU",0.677967814417409
"2532","HIST1H1C","PRDX1",0.12716940832343
"2533","HIST1H1C","HMGB1",0.762458227237333
"2534","HIST1H1C","VIM",0.352501744540367
"2535","HIST1H1C","SET",0.781085962716063
"2536","HIST1H1C","H2AFZ",0.222932604019714
"2537","HIST1H1C","TUBB",0.115866726390338
"2538","HIST1H1C","RAN",0.0277166106221323
"2539","HIST1H1C","HNRNPA2B1",0.768121581022199
"2540","HIST1H1C","CHCHD2",0.217697934116613
"2541","HIST1H1C","PPIA",0.520961469652784
"2542","HIST1H1C","OAZ1",0.168221465203261
"2543","HIST1H1C","ENO1",0.786264539020757
"2544","HIST1H1C","BTF3",0.291492924027773
"2545","HIST1H1C","HSPA8",0.901571451838118
"2546","HIST1H1C","ACTG1",0.791308098993076
"2547","HIST1H1C","MIF",0.727075948286135
"2548","HIST1H1C","TMSB4X",0.210099060835231
"2549","HIST1H1C","HNRNPA1",0.711364226163755
"2550","HIST1H1C","EIF1",0.30662263680305
"2551","HIST1H1C","HINT1",0.931725047734838
"2552","HIST1H1C","HMGA1",0.375914971215818
"2553","HIST1H1C","ANP32B",0.00737939524202045
"2554","HIST1H1C","HSPE1",0.0853841615404605
"2555","HIST1H1C","ATP5MC3",0.423990940905829
"2556","HIST1H1C","SERBP1",0.425613830034798
"2557","HIST1H1C","H3F3B",0.0431222388402902
"2558","HIST1H1C","PABPC1",0.279151944930589
"2559","HIST1H1C","HNRNPU",0.236991671550588
"2560","HIST1H1C","HBG1",0.67588631048533
"2561","HIST1H1C","UBE2L3",0.532529808688387
"2562","HIST1H1C","PA2G4",0.424660855173233
"2563","HIST1H1C","NDUFS5",0.540614681113394
"2564","HIST1H1C","APOC1",0.00063895381287612
"2565","HIST1H1C","EIF4A1",0.212847503584021
"2566","HIST1H1C","PFN1",0.00457057260107918
"2567","HIST1H1C","SDF2L1",0.00835992377299786
"2568","HIST1H1C","LDHB",0.542901439987683
"2569","HIST1H1C","HIST1H1E",2.4686277941251e-10
"2570","HIST1H1C","TUBA1C",0.633961433889405
"2571","HIST1H1C","SLC25A3",0.209920460292437
"2572","HIST1H1C","CFL1",0.155068804800454
"2573","HIST1H1C","ATP5F1E",0.445328013277869
"2574","HIST1H1C","COX4I1",0.943738645149766
"2575","HIST1H1C","EIF5A",0.474457188151208
"2576","HIST1H1C","HMGN1",0.150003909846795
"2577","HIST1H1C","CLIC1",0.574623179519114
"2578","HIST1H1C","STMN1",0.237471897890363
"2579","HIST1H1C","CCT5",0.968644840260019
"2580","HIST1H1C","NDUFC2",0.657262010462978
"2581","HIST1H1C","HSP90B1",0.678922868394918
"2582","HIST1H1C","UBE2S",0.352491906823276
"2583","HIST1H1C","ATP5F1B",0.0744728932195195
"2584","HIST1H1C","TOMM20",0.105398578750614
"2585","HIST1H1C","SUB1",0.712947263901584
"2586","HIST1H1C","CCT3",0.577671748548045
"2587","HIST1H1C","HNRNPC",0.0777415084949441
"2588","HIST1H1C","PRAME",0.984128415544349
"2589","HIST1H1C","CENPF",0.184611382887562
"2590","HIST1H1C","SFPQ",0.634615409772095
"2591","HIST1H1C","NME1",0.243984655945004
"2592","HIST1H1C","ATP5F1D",0.317867475909111
"2593","HIST1H1C","HSPA5",0.00322010835913381
"2594","HIST1H1C","PTGES3",0.594080011757583
"2595","HIST1H1C","NASP",0.408127072883525
"2596","HIST1H1C","ATP5PF",0.857475946838427
"2597","HIST1H1C","LDHA",0.541174387549477
"2598","HIST1H1C","CCT8",0.226188413404755
"2599","HIST1H1C","CALR",0.267453329033134
"2600","HIST1H1C","GPX4",0.119097091914078
"2601","EEF1G","EEF1A1",0.351651321121906
"2602","EEF1G","FTL",1.03360669150079e-23
"2603","EEF1G","NPM1",2.07302975241927e-37
"2604","EEF1G","FTH1",3.83981534639083e-109
"2605","EEF1G","YBX1",4.88664369982407e-06
"2606","EEF1G","HBG2",0.105343977050804
"2607","EEF1G","RACK1",0.38655365377376
"2608","EEF1G","PTMA",3.5089184860578e-17
"2609","EEF1G","TPT1",5.32721728937734e-94
"2610","EEF1G","HSP90AB1",3.91052639624006e-26
"2611","EEF1G","HBZ",0.839710269921759
"2612","EEF1G","RANBP1",2.32897387291617e-19
"2613","EEF1G","GAPDH",0.000910373006260291
"2614","EEF1G","HIST1H4C",0.0131498415098218
"2615","EEF1G","GSTP1",0.00639131955174749
"2616","EEF1G","ACTB",1.57336146345634e-19
"2617","EEF1G","TUBA1B",0.000373417567417208
"2618","EEF1G","GP1BB",8.55393064513806e-19
"2619","EEF1G","UQCRH",6.51900874943454e-34
"2620","EEF1G","H3F3A",2.27606627039418e-11
"2621","EEF1G","NCL",4.3838738554395e-15
"2622","EEF1G","UBA52",5.34614004470344e-15
"2623","EEF1G","NACA",0.695867567949798
"2624","EEF1G","HSPD1",7.88367897165706e-06
"2625","EEF1G","HSP90AA1",0.00245945111028912
"2626","EEF1G","HIST1H1C",0.0688823940236313
"2627","EEF1G","EEF1G",0
"2628","EEF1G","EEF1B2",2.69328658179948e-64
"2629","EEF1G","EEF2",1.20121224382294e-13
"2630","EEF1G","APOE",5.1688990720452e-10
"2631","EEF1G","FAU",4.81490413233469e-21
"2632","EEF1G","PRDX1",0.0360896934233371
"2633","EEF1G","HMGB1",0.391467731474304
"2634","EEF1G","VIM",0.985225203989801
"2635","EEF1G","SET",7.47711940143526e-07
"2636","EEF1G","H2AFZ",4.20241440309424e-32
"2637","EEF1G","TUBB",0.257981637767425
"2638","EEF1G","RAN",9.60193340411595e-08
"2639","EEF1G","HNRNPA2B1",0.00421160132619633
"2640","EEF1G","CHCHD2",2.90570439897162e-27
"2641","EEF1G","PPIA",5.49232994544325e-05
"2642","EEF1G","OAZ1",0.000442855475911482
"2643","EEF1G","ENO1",0.597664757123273
"2644","EEF1G","BTF3",0.000147159314938989
"2645","EEF1G","HSPA8",0.00649712883401529
"2646","EEF1G","ACTG1",0.00465416678706132
"2647","EEF1G","MIF",0.00483927138835146
"2648","EEF1G","TMSB4X",3.24579318048905e-42
"2649","EEF1G","HNRNPA1",1.2556787766555e-09
"2650","EEF1G","EIF1",5.65386473471197e-25
"2651","EEF1G","HINT1",3.72768913684855e-06
"2652","EEF1G","HMGA1",3.92543363923169e-05
"2653","EEF1G","ANP32B",0.0707670821381424
"2654","EEF1G","HSPE1",2.730616604681e-05
"2655","EEF1G","ATP5MC3",3.54237108766532e-05
"2656","EEF1G","SERBP1",0.0754678369533062
"2657","EEF1G","H3F3B",1.87075419369403e-23
"2658","EEF1G","PABPC1",5.89120087803612e-05
"2659","EEF1G","HNRNPU",0.459928766182178
"2660","EEF1G","HBG1",0.929310431187577
"2661","EEF1G","UBE2L3",0.681868186407519
"2662","EEF1G","PA2G4",6.0037852525338e-09
"2663","EEF1G","NDUFS5",0.100251651450308
"2664","EEF1G","APOC1",0.010089900119845
"2665","EEF1G","EIF4A1",0.00192962995121107
"2666","EEF1G","PFN1",1.15609570587205e-23
"2667","EEF1G","SDF2L1",0.371520604336361
"2668","EEF1G","LDHB",0.0930944617890538
"2669","EEF1G","HIST1H1E",2.40721620070771e-13
"2670","EEF1G","TUBA1C",0.950013822954989
"2671","EEF1G","SLC25A3",0.106865493614267
"2672","EEF1G","CFL1",6.94667616174078e-15
"2673","EEF1G","ATP5F1E",0.000297639202579271
"2674","EEF1G","COX4I1",0.000145142113148612
"2675","EEF1G","EIF5A",0.380308854505375
"2676","EEF1G","HMGN1",8.58046465097474e-09
"2677","EEF1G","CLIC1",6.97321739463325e-19
"2678","EEF1G","STMN1",0.0119686758650683
"2679","EEF1G","CCT5",0.169508777431109
"2680","EEF1G","NDUFC2",3.23708605676532e-09
"2681","EEF1G","HSP90B1",6.69088521556372e-11
"2682","EEF1G","UBE2S",7.46024146146469e-06
"2683","EEF1G","ATP5F1B",0.196363313085575
"2684","EEF1G","TOMM20",0.000165565435355844
"2685","EEF1G","SUB1",0.766065256145991
"2686","EEF1G","CCT3",0.000571557798019237
"2687","EEF1G","HNRNPC",0.00306129977467532
"2688","EEF1G","PRAME",5.93276860439301e-16
"2689","EEF1G","CENPF",0.000135977586353561
"2690","EEF1G","SFPQ",0.81774012442279
"2691","EEF1G","NME1",0.307084631930269
"2692","EEF1G","ATP5F1D",1.22489524720685e-11
"2693","EEF1G","HSPA5",1.98577365206606e-13
"2694","EEF1G","PTGES3",0.290672299866084
"2695","EEF1G","NASP",0.0280730369169453
"2696","EEF1G","ATP5PF",0.180291068710463
"2697","EEF1G","LDHA",0.982146131523024
"2698","EEF1G","CCT8",0.00284716263419795
"2699","EEF1G","CALR",0.512950188246235
"2700","EEF1G","GPX4",9.78174897680686e-16
"2701","EEF1B2","EEF1A1",0.868473868097878
"2702","EEF1B2","FTL",0.138863746028626
"2703","EEF1B2","NPM1",0.141220854004152
"2704","EEF1B2","FTH1",0.201979288272005
"2705","EEF1B2","YBX1",0.614425174595843
"2706","EEF1B2","HBG2",0.186893071616059
"2707","EEF1B2","RACK1",0.261963919266101
"2708","EEF1B2","PTMA",0.970746363884519
"2709","EEF1B2","TPT1",0.271060066446573
"2710","EEF1B2","HSP90AB1",0.518051876014626
"2711","EEF1B2","HBZ",0.0666390230629277
"2712","EEF1B2","RANBP1",0.495910814807921
"2713","EEF1B2","GAPDH",0.498128908536125
"2714","EEF1B2","HIST1H4C",0.933922453594522
"2715","EEF1B2","GSTP1",0.429868118574719
"2716","EEF1B2","ACTB",0.258893782261362
"2717","EEF1B2","TUBA1B",0.291750143474799
"2718","EEF1B2","GP1BB",0.701801182312594
"2719","EEF1B2","UQCRH",0.757278983389997
"2720","EEF1B2","H3F3A",0.990020521360493
"2721","EEF1B2","NCL",0.156295926703299
"2722","EEF1B2","UBA52",0.401289423446106
"2723","EEF1B2","NACA",0.901526274031149
"2724","EEF1B2","HSPD1",0.504686059655912
"2725","EEF1B2","HSP90AA1",0.103937776247389
"2726","EEF1B2","HIST1H1C",0.0685861004891993
"2727","EEF1B2","EEF1G",0.441011824454372
"2728","EEF1B2","EEF1B2",3.84388450117897e-172
"2729","EEF1B2","EEF2",0.418043159216142
"2730","EEF1B2","APOE",0.740122149882611
"2731","EEF1B2","FAU",0.885943383679289
"2732","EEF1B2","PRDX1",0.262107289477974
"2733","EEF1B2","HMGB1",0.442675668890488
"2734","EEF1B2","VIM",0.127529957457522
"2735","EEF1B2","SET",0.807142226973689
"2736","EEF1B2","H2AFZ",0.910056568327031
"2737","EEF1B2","TUBB",0.627496671790771
"2738","EEF1B2","RAN",0.447590548446831
"2739","EEF1B2","HNRNPA2B1",0.818671067761837
"2740","EEF1B2","CHCHD2",0.773966638650264
"2741","EEF1B2","PPIA",0.582940039960284
"2742","EEF1B2","OAZ1",0.857460495726407
"2743","EEF1B2","ENO1",0.0864864424144795
"2744","EEF1B2","BTF3",0.520071333728262
"2745","EEF1B2","HSPA8",0.393646532741116
"2746","EEF1B2","ACTG1",0.825019029676189
"2747","EEF1B2","MIF",0.842542054541138
"2748","EEF1B2","TMSB4X",0.134106436439936
"2749","EEF1B2","HNRNPA1",0.435026666397477
"2750","EEF1B2","EIF1",0.816028414360843
"2751","EEF1B2","HINT1",0.907913073119982
"2752","EEF1B2","HMGA1",0.958045504061702
"2753","EEF1B2","ANP32B",0.216376695684107
"2754","EEF1B2","HSPE1",0.447483013563094
"2755","EEF1B2","ATP5MC3",0.457777674691231
"2756","EEF1B2","SERBP1",0.476456955299902
"2757","EEF1B2","H3F3B",0.624685542951668
"2758","EEF1B2","PABPC1",0.577132616665278
"2759","EEF1B2","HNRNPU",0.370543513400739
"2760","EEF1B2","HBG1",0.11379996328292
"2761","EEF1B2","UBE2L3",0.723680999931543
"2762","EEF1B2","PA2G4",0.458468207805576
"2763","EEF1B2","NDUFS5",0.874160195792502
"2764","EEF1B2","APOC1",0.0639053338790768
"2765","EEF1B2","EIF4A1",0.490551969454316
"2766","EEF1B2","PFN1",0.40183779091686
"2767","EEF1B2","SDF2L1",0.249694844058654
"2768","EEF1B2","LDHB",0.904450006994102
"2769","EEF1B2","HIST1H1E",0.961963901410406
"2770","EEF1B2","TUBA1C",0.489664879373853
"2771","EEF1B2","SLC25A3",0.890114516458621
"2772","EEF1B2","CFL1",0.225117910326968
"2773","EEF1B2","ATP5F1E",0.254984312517969
"2774","EEF1B2","COX4I1",0.278950460230386
"2775","EEF1B2","EIF5A",0.754270514940386
"2776","EEF1B2","HMGN1",0.0396688538885287
"2777","EEF1B2","CLIC1",0.700335245763155
"2778","EEF1B2","STMN1",0.505076624975173
"2779","EEF1B2","CCT5",0.373145889820004
"2780","EEF1B2","NDUFC2",0.581512564310616
"2781","EEF1B2","HSP90B1",0.169326874953761
"2782","EEF1B2","UBE2S",0.881680370183802
"2783","EEF1B2","ATP5F1B",0.742314556210139
"2784","EEF1B2","TOMM20",0.77871169885225
"2785","EEF1B2","SUB1",0.0255316265113727
"2786","EEF1B2","CCT3",0.391814213835639
"2787","EEF1B2","HNRNPC",0.322893699872796
"2788","EEF1B2","PRAME",0.87409189342285
"2789","EEF1B2","CENPF",0.11759313827814
"2790","EEF1B2","SFPQ",0.962878298740596
"2791","EEF1B2","NME1",0.919400351314993
"2792","EEF1B2","ATP5F1D",0.978588750195893
"2793","EEF1B2","HSPA5",0.49485318031203
"2794","EEF1B2","PTGES3",0.261843143822072
"2795","EEF1B2","NASP",0.133585108128151
"2796","EEF1B2","ATP5PF",0.591069652307156
"2797","EEF1B2","LDHA",0.408140791978526
"2798","EEF1B2","CCT8",0.371919607256963
"2799","EEF1B2","CALR",0.380150088962047
"2800","EEF1B2","GPX4",0.830918882388575
"2801","EEF2","EEF1A1",0.0316499192912498
"2802","EEF2","FTL",0.611687417733398
"2803","EEF2","NPM1",0.0330500095937067
"2804","EEF2","FTH1",0.257161782309399
"2805","EEF2","YBX1",0.929181753423628
"2806","EEF2","HBG2",0.795305960892482
"2807","EEF2","RACK1",0.0714527712447301
"2808","EEF2","PTMA",0.902181510565819
"2809","EEF2","TPT1",0.854276179626382
"2810","EEF2","HSP90AB1",0.00216436180339775
"2811","EEF2","HBZ",0.563715878772128
"2812","EEF2","RANBP1",0.059072837614855
"2813","EEF2","GAPDH",0.58580585412767
"2814","EEF2","HIST1H4C",0.677366567814685
"2815","EEF2","GSTP1",0.871401466165393
"2816","EEF2","ACTB",0.0741189153214137
"2817","EEF2","TUBA1B",4.87933048373486e-05
"2818","EEF2","GP1BB",1.1782695837678e-06
"2819","EEF2","UQCRH",5.81587989909426e-05
"2820","EEF2","H3F3A",0.449933110153953
"2821","EEF2","NCL",0.172197996571447
"2822","EEF2","UBA52",0.891727105029473
"2823","EEF2","NACA",0.120009804990928
"2824","EEF2","HSPD1",0.228595452233226
"2825","EEF2","HSP90AA1",0.00113538077705597
"2826","EEF2","HIST1H1C",3.49654337078225e-11
"2827","EEF2","EEF1G",0.264071439807987
"2828","EEF2","EEF1B2",0.00824919571011053
"2829","EEF2","EEF2",9.00779372753112e-11
"2830","EEF2","APOE",0.172164117817908
"2831","EEF2","FAU",0.0275937074993649
"2832","EEF2","PRDX1",0.120437130296276
"2833","EEF2","HMGB1",0.159174900871796
"2834","EEF2","VIM",0.0603334346086973
"2835","EEF2","SET",0.818771346439635
"2836","EEF2","H2AFZ",0.730353027394399
"2837","EEF2","TUBB",0.595602343383307
"2838","EEF2","RAN",0.556573078334942
"2839","EEF2","HNRNPA2B1",0.67662293594795
"2840","EEF2","CHCHD2",0.00350783517290278
"2841","EEF2","PPIA",0.704700146135824
"2842","EEF2","OAZ1",0.169039044035726
"2843","EEF2","ENO1",0.966402056605505
"2844","EEF2","BTF3",0.426577845262331
"2845","EEF2","HSPA8",0.417462658110565
"2846","EEF2","ACTG1",0.217250657340167
"2847","EEF2","MIF",0.231460952362068
"2848","EEF2","TMSB4X",1.31250233304652e-06
"2849","EEF2","HNRNPA1",0.553792507380544
"2850","EEF2","EIF1",0.76344986699784
"2851","EEF2","HINT1",0.601394242954856
"2852","EEF2","HMGA1",0.770382495596115
"2853","EEF2","ANP32B",0.013653419671021
"2854","EEF2","HSPE1",0.119362525633816
"2855","EEF2","ATP5MC3",0.660195889888191
"2856","EEF2","SERBP1",0.455170921633675
"2857","EEF2","H3F3B",1.56614580053238e-09
"2858","EEF2","PABPC1",0.910877638936633
"2859","EEF2","HNRNPU",0.962127825817978
"2860","EEF2","HBG1",0.716159696575279
"2861","EEF2","UBE2L3",0.000131922561381621
"2862","EEF2","PA2G4",0.0762561926711676
"2863","EEF2","NDUFS5",0.00387610306315376
"2864","EEF2","APOC1",0.0512817233730462
"2865","EEF2","EIF4A1",0.0728947445434668
"2866","EEF2","PFN1",0.689119019206932
"2867","EEF2","SDF2L1",0.0600999183142511
"2868","EEF2","LDHB",0.265541682725006
"2869","EEF2","HIST1H1E",0.0776953823214527
"2870","EEF2","TUBA1C",0.650034160420867
"2871","EEF2","SLC25A3",0.781813181207613
"2872","EEF2","CFL1",0.394469642888394
"2873","EEF2","ATP5F1E",0.00624806925341134
"2874","EEF2","COX4I1",0.656122143280825
"2875","EEF2","EIF5A",0.902815543411003
"2876","EEF2","HMGN1",0.200736681708678
"2877","EEF2","CLIC1",0.373515638061915
"2878","EEF2","STMN1",0.916766354963151
"2879","EEF2","CCT5",0.282090238525501
"2880","EEF2","NDUFC2",0.363961232077863
"2881","EEF2","HSP90B1",0.165473810143919
"2882","EEF2","UBE2S",0.799688775158231
"2883","EEF2","ATP5F1B",0.0120005278528713
"2884","EEF2","TOMM20",0.231027289975067
"2885","EEF2","SUB1",0.028668516357416
